date,close
2018-01-31,3.874113432354926
2018-02-01,3.863882630100211
2018-02-02,3.8318969609488613
2018-02-05,3.795938526407344
2018-02-06,3.8046604870996465
2018-02-07,3.8110970868381857
2018-02-08,3.755369195382769
2018-02-09,3.783052624131186
2018-02-12,3.802877558167348
2018-02-13,3.7945899085360506
2018-02-14,3.8150714793516958
2018-02-15,3.826900752011311
2018-02-16,3.8190301385789813
2018-02-20,3.83557383326474
2018-02-21,3.8273361972609523
2018-02-22,3.824284091120139
2018-02-23,3.865560131017805
2018-02-26,3.894062680051153
2018-02-27,3.9102213834815176
2018-02-28,3.8977212207172864
2018-03-01,3.867862109642376
2018-03-02,3.891412051524022
2018-03-05,3.907010463604602
2018-03-06,3.926123129806928
2018-03-07,3.938080539747436
2018-03-08,3.9267145541711357
2018-03-09,3.9548909056553216
2018-03-12,3.9419700817960983
2018-03-13,3.947003974323392
2018-03-14,3.9485477801105184
2018-03-15,3.9294699190318667
2018-03-16,3.9351534228170006
2018-03-19,3.928486731458811
2018-03-20,3.942552210462969
2018-03-21,3.9427461780709865
2018-03-22,3.928486731458811
2018-03-23,3.8991403795971324
2018-03-26,3.9604321446358335
2018-03-27,3.935544200469492
2018-03-28,3.903990833730882
2018-03-29,3.9527809979003137
2018-04-02,3.890186310818972
2018-04-03,3.907010463604602
2018-04-04,3.911822985425479
2018-04-05,3.919594270924464
2018-04-06,3.8875253738277458
2018-04-09,3.902982260775997
2018-04-10,3.9371057857956093
2018-04-11,3.933784497209659
2018-04-12,3.9649948901942516
2018-04-13,3.9485477801105184
2018-04-16,3.9589065913269965
2018-04-17,3.9804290380922063
2018-04-18,3.9817356178394463
2018-04-19,3.955465563270983
2018-04-20,3.942164162340133
2018-04-23,3.933784497209659
2018-04-24,3.9406104622800586
2018-04-25,3.9392489916817377
2018-04-26,3.971234865059992
2018-04-27,3.9651845535423784
2018-04-30,3.943909194290468
2018-05-01,3.9764990246125107
2018-05-02,3.95718755738252
2018-05-03,3.956613888756021
2018-05-04,3.966132331075178
2018-05-07,3.9764990246125107
2018-05-08,3.9821086129948338
2018-05-09,3.9952606039982017
2018-05-10,4.0069694827371
2018-05-11,4.001315112906908
2018-05-14,4.005513348515485
2018-05-15,3.987501466604052
2018-05-16,4.0007662152625345
2018-05-17,4.003872659058025
2018-05-18,3.979681653901961
2018-05-21,3.9948924832504407
2018-05-22,3.9972828493789696
2018-05-23,4.011144096295953
2018-05-24,4.00277736869661
2018-05-25,4.015301354881648
2018-05-29,4.013134506796558
2018-05-30,4.019621016026164
2018-05-31,4.01096295328305
2018-06-01,4.0444537926086355
2018-06-04,4.04006435530903
2018-06-05,4.0347714706871995
2018-06-06,4.043577445168448
2018-06-07,4.023206534388761
2018-06-08,4.008241863168689
2018-06-11,3.998567606828332
2018-06-12,4.0040550908746395
2018-06-13,4.007878491071668
2018-06-14,4.017103481878653
2018-06-15,4.009331187895144
2018-06-18,3.9744342655495433
2018-06-19,3.9689702858698963
2018-06-20,3.978933710710773
2018-06-21,3.9548909056553216
2018-06-22,3.960813169597578
2018-06-25,3.926123129806928
2018-06-26,3.905401129119259
2018-06-27,3.8869103046130706
2018-06-28,3.8969093676180977
2018-06-29,3.906206120106581
2018-07-02,3.9160150266976834
2018-07-03,3.901366425239617
2018-07-05,3.926911617921897
2018-07-06,3.9390543444791764
2018-07-09,3.9485477801105184
2018-07-10,3.9543159176183975
2018-07-11,3.9357395320454622
2018-07-12,3.9579519373165457
2018-07-13,3.955465563270983
2018-07-16,3.9514360077849813
2018-07-17,3.9464244321454784
2018-07-18,3.945844553903657
2018-07-19,3.950859029213344
2018-07-20,3.9495114498391377
2018-07-23,3.95718755738252
2018-07-24,3.9546992797085823
2018-07-25,3.9594789465844413
2018-07-26,3.9543159176183975
2018-07-27,3.8645120227570944
2018-07-30,3.864721732310133
2018-07-31,3.8732821771117156
2018-08-01,3.887935209899056
2018-08-02,3.901568547524287
2018-08-03,3.9045954895993495
2018-08-06,3.8979240810486444
2018-08-07,3.906004933102583
2018-08-08,3.911222685257377
2018-08-09,3.914819092730147
2018-08-10,3.888754378488792
2018-08-13,3.880532338336775
2018-08-14,3.873697891106478
2018-08-15,3.8598872510076174
2018-08-16,3.8537580972961702
2018-08-17,3.8522730010223722
2018-08-20,3.8394523125933104
2018-08-21,3.8632528410587166
2018-08-22,3.8512108660313884
2018-08-23,3.849721979230767
2018-08-24,3.8640924716705958
2018-08-27,3.8784662218993033
2018-08-28,3.8830060563576536
2018-08-29,3.886705197443856
2018-08-30,3.87618855241893
2018-08-31,3.880119456415138
2018-09-04,3.8703673301593136
2018-09-05,3.8653505972297153
2018-09-06,3.8556642717587617
2018-09-07,3.8383764652598478
2018-09-10,3.835141961092188
2018-09-11,3.8051057230820686
2018-09-12,3.8051057230820686
2018-09-13,3.8192496052757914
2018-09-14,3.8185910606355935
2018-09-17,3.8159525366774125
2018-09-18,3.8308129500026027
2018-09-19,3.8318969609488613
2018-09-20,3.8543938925915096
2018-09-21,3.842887266593284
2018-09-24,3.8482308723403666
2018-09-25,3.826682958261131
2018-09-26,3.822098297900159
2018-09-27,3.82602929226117
2018-09-28,3.8562988566557843
2018-10-01,3.8383764652598478
2018-10-02,3.8732821771117156
2018-10-03,3.8869103046130706
2018-10-04,3.873905683315018
2018-10-05,3.8507856959569566
2018-10-08,3.8507856959569566
2018-10-09,3.840527003723076
2018-10-10,3.8022081394209395
2018-10-11,3.789403291880235
2018-10-12,3.803992261214441
2018-10-15,3.796163119333611
2018-10-16,3.8273361972609523
2018-10-17,3.8262472284067424
2018-10-18,3.805995600782616
2018-10-19,3.784189633918261
2018-10-22,3.806884687304841
2018-10-23,3.7954891891721947
2018-10-24,3.7476199491365363
2018-10-25,3.7912103852113983
2018-10-26,3.8218794555751803
2018-10-29,3.8155121050473024
2018-10-30,3.8661884690843467
2018-10-31,3.8475911452687575
2018-11-01,3.875773872753025
2018-11-02,3.85248529271195
2018-11-05,3.8705758155139725
2018-11-06,3.855452653939752
2018-11-07,3.8860896234016415
2018-11-08,3.8916161956504833
2018-11-09,3.8734900557113625
2018-11-12,3.8426729272933526
2018-11-13,3.858411235979497
2018-11-14,3.8520606642554633
2018-11-15,3.8734900557113625
2018-11-16,3.888344878073569
2018-11-19,3.871201010907891
2018-11-20,3.858411235979497
2018-11-21,3.8507856959569566
2018-11-23,3.8403121578741457
2018-11-26,3.859676525055937
2018-11-27,3.8726582819058692
2018-11-28,3.8889590658295945
2018-11-29,3.8649313978942956
2018-11-30,3.8981269002360346
2018-12-03,3.914619631275412
2018-12-04,3.865979066926739
2018-12-06,3.878879786834892
2018-12-07,3.833845224364122
2018-12-10,3.8546057345581954
2018-12-11,3.8582001987306396
